Table S5: Neutral singlet molecules, HF/pcseg-0: fraction f of electron density covered.

  Molecule         GWH      CORE      SAD     SADNO       HUCKEL        GSZ     LDA-X     CAP-X       CHA-X
 t-butadiene     0.475   0.590      0.883    0.977       0.978      0.926      0.968     0.968     0.970
cyclobutadiene   0.525   0.610      0.879    0.976       0.978      0.950      0.976     0.975     0.978
  n-butane       0.450   0.582      0.891    0.974       0.978      0.892      0.957     0.956     0.960
 cyclobutane     0.517   0.564      0.891    0.973       0.979      0.910      0.959     0.958     0.962
    borole       0.514   0.596      0.877    0.977       0.979      0.894      0.973     0.972     0.975
    c2h5f        0.489   0.642      0.911    0.975       0.979      0.909      0.975     0.974     0.977
 acetaldehyde    0.484   0.618      0.893    0.968       0.973      0.913      0.977     0.976     0.979
  n-pentane      0.449   0.584      0.891    0.974       0.979      0.857      0.957     0.957     0.959
 Cr(C6H6)2       0.581   0.652      0.898    0.979       0.972      0.883      0.963     0.966     0.968
   oxirane       0.517   0.641      0.894    0.969       0.973      0.944      0.979     0.978     0.980
  methanol       0.506   0.634      0.895    0.969       0.974      0.944      0.979     0.979     0.980
    CuCN         0.750   0.751      0.860    0.930       0.973     0.980       0.947     0.941     0.949
    ED31         0.533   0.595      0.901    0.981       0.981      0.790      0.960     0.959     0.940
   benzene       0.533   0.624      0.891    0.980       0.981      0.944      0.973     0.973     0.975
    furan        0.520   0.639      0.896    0.978       0.980      0.956      0.980     0.979     0.981
   pyrrole       0.505   0.628      0.894    0.979       0.981      0.947      0.975     0.975     0.977
    PMe3         0.572   0.654      0.909    0.977       0.981      0.899      0.971     0.970     0.972
    ED02         0.618   0.662      0.885    0.950       0.965      0.939      0.979    0.981      0.981
     nh3         0.442   0.646      0.877    0.965       0.973      0.946     0.981      0.981     0.981
  Sc(acac)3      0.532   0.603      0.906    0.978       0.982      0.836      0.975     0.978     0.963
     bh3         0.509   0.689      0.830    0.966       0.967      0.939      0.981     0.981     0.982
    PR06         0.585   0.640      0.890    0.958       0.974      0.883      0.978     0.981     0.982
    ED28         0.559   0.649      0.911    0.978       0.982      0.884      0.967     0.967     0.966
   ch3ph2        0.620   0.689      0.922    0.978       0.982      0.921      0.978     0.977     0.980
    ED27         0.564   0.657      0.913    0.979       0.982      0.905      0.971     0.970     0.971
    PCy3         0.493   0.578      0.901    0.978       0.982      0.752      0.954     0.956     0.953
  ED30       0.547   0.617      0.904    0.980       0.982      0.800      0.969     0.973     0.963
  PR01       0.578   0.641      0.889    0.959       0.975      0.898      0.979    0.982      0.981
  silole     0.582   0.673      0.907    0.980       0.983      0.875      0.947     0.945     0.951
  c2h3f      0.519   0.652      0.909    0.979       0.980      0.939      0.982     0.981     0.983
  PhSH       0.571   0.677      0.911    0.982       0.983      0.859      0.913     0.913     0.915
  AcCl       0.605   0.708      0.931    0.980       0.983      0.859      0.953     0.951     0.960
Ni(PH3)2     0.740   0.767      0.908    0.961       0.972      0.968      0.983    0.983      0.983
  acetic     0.506   0.648      0.904    0.973       0.976      0.937      0.982     0.981     0.983
dithiotane   0.660   0.728      0.933    0.980       0.983      0.925      0.975     0.974     0.978
TiCl2Me2     0.683   0.727      0.934    0.983       0.983      0.831      0.916     0.931     0.948
Cr(CO)6      0.578   0.648      0.889    0.959       0.974      0.901      0.980    0.984      0.983
thiophene    0.601   0.688      0.916    0.983       0.984      0.885      0.959     0.958     0.962
 ketene      0.511   0.649      0.893    0.974       0.977      0.948      0.983     0.982     0.984
  ch2nh      0.477   0.619      0.874    0.972       0.974      0.956      0.984     0.983     0.984
Zn(CH3)2     0.685   0.696      0.885    0.949       0.980      0.960     0.984      0.984     0.984
  n2h4       0.446   0.622      0.883    0.971       0.977      0.954      0.983     0.983     0.984
  c2h2       0.514   0.590      0.869    0.979       0.974      0.965     0.984      0.984     0.984
dioxetane    0.516   0.635      0.901    0.970       0.974      0.955      0.983     0.983     0.985
 c2clh5      0.592   0.700      0.933    0.982       0.985      0.845      0.970     0.968     0.973
  CuMe       0.751   0.761      0.864    0.929       0.976      0.965      0.985     0.984     0.985
 c2clh3      0.620   0.712      0.933    0.984       0.985      0.862      0.949     0.946     0.955
   ocs       0.646   0.756      0.930    0.985       0.985      0.921      0.972     0.971     0.976
  ch3f       0.534   0.663      0.917    0.975       0.978      0.952      0.985     0.984     0.985
 PhSeH       0.670   0.727      0.928    0.984       0.986      0.891      0.931     0.931     0.932
  cclh3      0.653   0.734      0.944    0.984       0.986      0.939      0.983     0.983     0.985
   cs2       0.740   0.783      0.943    0.986       0.986      0.970      0.985     0.984     0.985
 ED40b       0.638   0.700      0.933    0.983       0.987      0.868      0.980     0.980     0.981
   formamide       0.495   0.647      0.899    0.974       0.978      0.944      0.986     0.985     0.987
      clcn         0.650   0.754      0.933    0.986       0.983      0.944      0.985     0.984     0.987
      clcof        0.629   0.746      0.949    0.987       0.986      0.933      0.982     0.981     0.986
 CrO2(NO3)2        0.584   0.643      0.904    0.966       0.976      0.900      0.987     0.987     0.987
     c2clh         0.642   0.743      0.935    0.988       0.984      0.882      0.972     0.970     0.975
    VOCl3          0.731   0.772      0.949    0.983       0.988      0.895      0.966     0.970     0.978
   oxadiazole      0.539   0.650      0.892    0.978       0.981      0.960      0.987     0.986     0.988
     ED01          0.588   0.649      0.887    0.954       0.973      0.920      0.986    0.988      0.987
     ccl2o         0.682   0.770      0.956    0.988       0.988      0.951      0.982     0.981     0.985
    oxirene        0.505   0.677      0.884    0.968       0.968      0.969      0.988     0.987     0.988
     ch2clf        0.638   0.739      0.950    0.985       0.986      0.915      0.987     0.986     0.989
   TiCl3Me         0.718   0.767      0.950    0.988       0.989      0.814      0.956     0.961     0.971
    Ni(CO)4        0.628   0.687      0.888    0.967       0.974      0.968      0.988    0.989      0.988
   cis-c2f2cl2     0.677   0.758      0.957    0.989       0.988      0.896      0.976     0.975     0.981
     PR03          0.629   0.687      0.888    0.967       0.974      0.968      0.988    0.989      0.988
  trans-c2f2cl2    0.676   0.755      0.957    0.989       0.988      0.908      0.976     0.975     0.981
      hccf         0.534   0.693      0.909    0.984       0.980      0.976      0.989     0.989     0.989
 dioxetan2one      0.515   0.650      0.909    0.974       0.976      0.927      0.987     0.987     0.989
     ccl2h2        0.698   0.768      0.960    0.988       0.989      0.955      0.988     0.987     0.989
    glyoxal        0.538   0.687      0.893    0.977       0.979      0.963      0.988     0.988     0.990
      clno         0.665   0.732      0.931    0.986       0.990      0.918      0.981     0.980     0.988
      h2co         0.519   0.648      0.888    0.974       0.977      0.967      0.990     0.989     0.990
     c2cl6         0.723   0.778      0.968    0.989       0.990      0.944      0.980     0.979     0.985
formic-anhydride   0.561   0.651      0.905    0.977       0.978      0.940      0.989     0.988     0.990
     hnnn          0.513   0.616      0.884    0.973       0.974      0.953      0.989     0.989     0.990
   dioxirane       0.515   0.670      0.894    0.969       0.975      0.964      0.990     0.989     0.990
   CrO2Cl2         0.710   0.746      0.932    0.973       0.989      0.887      0.981     0.982     0.990
 nh2cl     0.639   0.743      0.939    0.984       0.988      0.959      0.990     0.989     0.991
 nh2oh     0.474   0.648      0.890    0.971       0.976      0.967      0.990     0.990     0.991
   cs      0.701   0.760      0.911    0.990       0.991      0.978      0.990     0.990     0.990
  nccn     0.547   0.689      0.873    0.982       0.978      0.973      0.990     0.989     0.991
  c2cl2    0.693   0.784      0.955    0.991       0.988      0.940      0.976     0.976     0.979
  c2cl4    0.732   0.785      0.966    0.991       0.990      0.952      0.979     0.978     0.982
  h2o      0.489   0.689      0.896    0.969       0.974      0.970     0.991      0.991     0.991
  s2o      0.702   0.766      0.943    0.986       0.990      0.964      0.990     0.990     0.991
  si2h6    0.678   0.717      0.943    0.986       0.989      0.969      0.989     0.990     0.991
  hnc      0.529   0.646      0.858    0.981       0.978      0.962     0.991      0.990     0.991
ch2-sing   0.505   0.523      0.795    0.758       0.972      0.971     0.992      0.991     0.991
 c-hcoh    0.538   0.656      0.868    0.973       0.978      0.972      0.991     0.991     0.992
  ccl3h    0.722   0.800      0.966    0.989       0.990      0.966      0.990     0.989     0.992
  honc     0.524   0.685      0.880    0.976       0.974      0.888      0.991     0.990     0.992
 TiCl4     0.746   0.783      0.962    0.991       0.992      0.917      0.982     0.985     0.990
 t-hcoh    0.537   0.659      0.868    0.972       0.973      0.968      0.992     0.991     0.992
 formic    0.532   0.698      0.904    0.976       0.978      0.969      0.991     0.991     0.992
  hcno     0.527   0.676      0.897    0.978       0.978      0.975      0.992     0.991     0.992
  sih4     0.660   0.704      0.937    0.982       0.986      0.968      0.991     0.991     0.992
 cf2cl2    0.675   0.746      0.964    0.989       0.989      0.946      0.989     0.989     0.992
 ch2f2     0.538   0.692      0.934    0.980       0.981      0.972      0.991     0.991     0.992
  fccf     0.560   0.724      0.927    0.986       0.983      0.985      0.992     0.992     0.992
 ED03      0.655   0.704      0.883    0.944       0.974      0.978      0.991    0.992      0.991
 c-n2h2    0.508   0.572      0.869    0.976       0.980      0.977      0.992     0.992     0.992
  hnco     0.531   0.676      0.899    0.980       0.981      0.976      0.992     0.992     0.992
  hcn      0.532   0.640      0.865    0.979       0.975      0.975     0.993      0.992     0.992
 t-n2h2    0.509   0.576      0.869    0.976       0.972      0.976      0.992     0.992     0.993
  ccl4     0.744   0.784      0.970    0.989       0.990      0.976      0.991     0.990     0.993
  ccl2     0.719   0.793      0.954    0.990       0.993      0.982      0.991     0.991     0.993
  c2f4     0.581   0.758      0.942    0.986       0.985      0.981      0.992     0.992     0.993
  hocn     0.525   0.697      0.891    0.976       0.975      0.965      0.993     0.992     0.993
   sio     0.706   0.780      0.897    0.989       0.993      0.968      0.988     0.987     0.988
 hoclo     0.628   0.740      0.936    0.977       0.984      0.974     0.994      0.993     0.994
  nh2f     0.507   0.675      0.910    0.976       0.981      0.972      0.993     0.993     0.994
  c2f6     0.556   0.681      0.950    0.986       0.985      0.976      0.992     0.992     0.994
  hcof     0.551   0.717      0.920    0.981       0.981      0.982      0.994     0.993     0.994
  n2o4     0.514   0.633      0.909    0.978       0.980      0.974      0.993     0.992     0.994
  hocl     0.650   0.758      0.944    0.983       0.990      0.972      0.994     0.994     0.994
 hoclo2    0.616   0.727      0.935    0.975       0.981      0.975     0.995      0.994     0.995
 t-hono    0.522   0.617      0.896    0.977       0.981      0.970      0.995     0.994     0.995
  sih3f    0.643   0.726      0.942    0.983       0.986      0.981      0.994     0.994     0.995
   alf     0.713   0.801      0.910    0.990       0.994      0.980      0.994     0.994     0.995
  chf3     0.560   0.738      0.945    0.984       0.983      0.983      0.994     0.994     0.995
 CrF6      0.624   0.720      0.931    0.977       0.984      0.973      0.995    0.995      0.995
  ph3      0.668   0.732      0.937    0.981       0.984      0.981      0.995     0.995     0.995
  hooh     0.494   0.664      0.897    0.972       0.979      0.981      0.995     0.995     0.995
 c-hono    0.519   0.614      0.897    0.978       0.982      0.977     0.996      0.995     0.996
  bhf2     0.564   0.726      0.931    0.986       0.984      0.987      0.995     0.995     0.996
  n2o      0.516   0.684      0.897    0.980       0.980      0.979      0.996     0.995     0.996
  f2co     0.548   0.718      0.937    0.985       0.984      0.989      0.996     0.995     0.996
  so2      0.635   0.735      0.930    0.982       0.986      0.983     0.996      0.996     0.996
  co2      0.555   0.752      0.909    0.984       0.984      0.988      0.996     0.996     0.996
   p4      0.779   0.798      0.941    0.986       0.991      0.986      0.996     0.995     0.996
CrO2F2     0.642   0.735      0.913    0.969       0.986      0.984      0.997    0.997      0.996
  hno      0.524   0.659      0.880    0.979       0.981      0.986      0.997     0.996     0.997
 hclo4     0.609   0.719      0.935    0.974       0.980      0.980      0.996     0.996     0.997
Ni(PF3)4   0.616   0.713      0.946    0.980       0.986      0.980      0.996    0.997      0.995
  cf4      0.595   0.678      0.953    0.987       0.985      0.989      0.996     0.996     0.997
  fno      0.567   0.675      0.911    0.983       0.987      0.990     0.997      0.997     0.997
 VOF3      0.625   0.726      0.927    0.980       0.984      0.960      0.995     0.996     0.997
   co      0.563   0.677      0.864    0.985       0.988      0.983     0.997      0.997     0.997
  hof      0.517   0.698      0.917    0.977       0.985      0.983      0.997     0.997     0.997
  alh3     0.704   0.679      0.912    0.988       0.988      0.986      0.997     0.997     0.997
  h2s      0.695   0.766      0.950    0.985       0.986      0.988      0.997     0.997     0.997
  alcl     0.775   0.824      0.939    0.993       0.995      0.988      0.997     0.997     0.998
  bf3      0.581   0.762      0.945    0.990       0.987      0.992      0.997     0.997     0.998
   hf      0.537   0.739      0.938    0.984       0.983      0.991     0.998      0.998     0.998
  cf2      0.567   0.730      0.922    0.985       0.988      0.992      0.998     0.998     0.998
   bh      0.609   0.546      0.711    0.856       0.978      0.979     0.998      0.997     0.997
   n2      0.588   0.616      0.864    0.986       0.989      0.990     0.998      0.998     0.998
  pf3      0.613   0.730      0.949    0.986       0.990      0.987      0.998     0.998     0.998
  VF5      0.618   0.727      0.939    0.986       0.987      0.955      0.996     0.997     0.998
   bf      0.589   0.719      0.873    0.985       0.988      0.988     0.998      0.998     0.998
  so3      0.612   0.703      0.935    0.981       0.986      0.992     0.998      0.998     0.998
  alh      0.782   0.735      0.875    0.890       0.993      0.973      0.998     0.998     0.999
  TiF4     0.615   0.710      0.940    0.991       0.990      0.979      0.997     0.998     0.999
  sf6      0.603   0.742      0.962    0.987       0.989      0.991      0.998     0.998     0.999
   clf     0.669   0.776      0.958    0.986       0.994      0.990      0.998     0.998     0.999
  ScF3     0.622   0.699      0.943    0.994       0.992      0.994      0.999    0.999      0.999
   p2      0.769   0.784      0.929    0.994       0.997      0.993      0.999     0.999     0.999
  pf5      0.591   0.726      0.961    0.989       0.990      0.993      0.998     0.998     0.999
      sif4         0.614       0.712       0.956       0.990         0.989        0.994           0.999           0.999       0.999
      alcl3        0.761       0.829       0.974       0.996         0.995        0.995           0.999           0.999       0.999
      alf3         0.654       0.801       0.946       0.992         0.990        0.994       0.999               0.999           0.999
      hcl          0.718       0.797       0.971       0.992         0.991        0.994       0.999               0.999           0.999
          f2       0.545       0.713       0.936       0.980         0.992        0.997           1.000           1.000       1.000
       h2          0.546       0.973       0.855       0.950         0.950        0.973       1.000               0.999           0.999
      cl2          0.737       0.803       0.972       0.992         0.996        0.996           1.000           1.000       1.000
     Best              0           0           0           15            62           1            23              20             101

